fuente,id_origen,comprador,objeto,tipo,fecha_publicacion,fecha_apertura,estado,categoria_zona,es_ruido,keywords,url,fragmento,primera_vez_visto,vista_ultima_corrida,ultima_vez_visto
sibom,https://sibom.slyt.gba.gob.ar/bulletins/4272/contents/1490802,Bragado,Decreto Nº532 en el boletín 39º de Bragado,,08/10/2020,,,volumen_alto,no,protector de neumaticos,https://sibom.slyt.gba.gob.ar/bulletins/4272/contents/1490802,"CONSIDERANDO: Que dicha institución brinda su colaboración, dedicación y compromiso a través del cuidado, la alimentación, el resguardo, revisiones y/o asistencia veterinaria, entre otros, a la fauna urbana ... […] VISTO: Que este municipio brinda apoyo desde hace varios años a la “Sociedad Protectora de Animales de Bragado” con el aporte de subsidios, a los fines de colaborar con la labor a la que se encuentra avocada; y, ... […] ARTICULO 1°.- OTORGAR a la SOCIEDAD PROTECTORA DE ANIMALES DE BRAGADO un subsidio por la suma de PESOS DOCE MIL QUINIENTOS TREINTA Y TRES CON SESENTA CENTAVOS ($ 12.",2020-10-08,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/4289/contents/1492334,Campana,Decreto Nº101/20 en el boletín 84º de Campana,,02/10/2020,,,objetivo,no,camara de aire,https://sibom.slyt.gba.gob.ar/bulletins/4289/contents/1492334,"Disponiendo la contratación, para la provisión del servicio de Mantenimiento de Aire Acondicionado Edificio Biblioteca Municipal Campana, con la empresa SIF S.R.L. ...",2020-10-02,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/4221/contents/1490383,Vicente López,Decreto Nº2813/20 en el boletín 679º de Vicente López,,25/09/2020,,,objetivo,no,camara de aire,https://sibom.slyt.gba.gob.ar/bulletins/4221/contents/1490383,"Que a fs. 37 la Dirección General de Contaduría confeccionó la Solicitud de Gastos Nº 1-4936 ... […] El presente expediente mediante el cual se tramita la “PROVISION E INSTALACION DE AIRE ACONDICIONADO EN LA ESCUELA PRIMARIA N° 2”, y ... […] Referencia: EXPTE - 1882/2020 ...",2020-09-25,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/4031/contents/1476825,Bragado,Decreto Nº438 en el boletín 38º de Bragado,,25/09/2020,,,volumen_alto,no,protector de neumaticos,https://sibom.slyt.gba.gob.ar/bulletins/4031/contents/1476825,"CONSIDERANDO: Que dicha institución brinda su colaboración, dedicación y compromiso a través del cuidado, la alimentación, el resguardo, revisiones y/o asistencia veterinaria, entre otros, a la fauna urbana ... […] VISTO: Que este municipio brinda apoyo desde hace varios años a la “Sociedad Protectora de Animales de Bragado” con el aporte de subsidios, a los fines de colaborar con la labor a la que se encuentra avocada; y, ... […] ARTICULO 1°.- OTORGAR a la SOCIEDAD PROTECTORA DE ANIMALES DE BRAGADO un subsidio por la suma de PESOS DOCE MIL QUINIENTOS TREINTA Y TRES CON SESENTA CENTAVOS ($ 12.",2020-09-25,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/4103/contents/1484114,Tapalqué,Decreto Nº0470 en el boletín 37º de Tapalqué,,17/09/2020,,adjudicada,volumen_alto,no,camara de aire,https://sibom.slyt.gba.gob.ar/bulletins/4103/contents/1484114,"VISTO : El llamado a Concurso de Precios para la para la adquisición de equipo de aire , provisión de materiales, puesta en marcha y mano de obra para calefacción de vestuarios y recepción del Natatorio Municipal ... […] ARTÍCULO 1°: Adjudicase el Concurso de Precios para la adquisición de equipo de aire , provisión de materiales, puesta en marcha y mano de obra para calefacción de vestuarios y recepción ... […] Equipo aire acondicionado - equipo aire acondicionado de alta eficiencia de 36000 kcal tipo marca surrey- provisión de conductos de distribución y retorno de aire en chapa de hierro ga",2020-09-17,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/4103/contents/1482409,Tapalqué,Decreto Nº0458 en el boletín 37º de Tapalqué,,17/09/2020,,,volumen_alto,no,camara de aire,https://sibom.slyt.gba.gob.ar/bulletins/4103/contents/1482409,"VISTO: La necesidad por parte de esta Municipalidad de proceder al llamado concurso de precios para la adquisición de equipo de aire , provisión de materiales, puesta en marcha y mano de obra para calefacción ... […] ARTICULO 1º: Autorízase a la Oficina de Compras de esta Municipalidad a proceder al llamado concurso de precios para la adquisición de equipo de aire ... […] Por ello el Intendente Municipal, en uso de sus facultades decreta ...",2020-09-17,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/4175/contents/1484684,Bahia Blanca,Ordenanza Nº20046 en el boletín 81º de Bahia Blanca,,10/09/2020,,,volumen_alto,no,"neumatico,neumaticos",https://sibom.slyt.gba.gob.ar/bulletins/4175/contents/1484684,"correspondiente al “Adicional por Función de Operador de Martillo Neumático ”, del agente Cuesta Pablo Legajo nro. 14069; y CONSIDERANDO ... […] al mencionado agente el adicional de Operador del Martillo Neumático . Que del informe del Departamento de Administración de Personal a fojas 7, surge ... […] setecientos sesenta y nueve pesos con cincuenta y dos centavos ($ 27.769,52), en concepto de Adicional por función de Operador de Martillo Neumático , correspondiente al período comprendido entre el 17 de octubre al 31 de diciembre de 2019 ...",2020-09-10,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/4185/contents/1485652,General San Martín,Decreto Nº349/20 en el boletín 1763º de General San Martín,,10/09/2020,,,objetivo,no,"cubierta,cubiertas",https://sibom.slyt.gba.gob.ar/bulletins/4185/contents/1485652,"Aprobando Licitación Privada N° 206, ""NUEVA CUBIERTA MUSEO JOSE HERNANDEZ"". ...",2020-09-10,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/4185/contents/1485782,General San Martín,Decreto Nº377/20 en el boletín 1763º de General San Martín,,10/09/2020,,,objetivo,no,camara de aire,https://sibom.slyt.gba.gob.ar/bulletins/4185/contents/1485782,Autorizando la contratación directa para la contratación del SERVICIO DE MANTENIMIENTO Y MONITOREO DE CAMARAS -NEC ARGENTINA SA ...,2020-09-10,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/4191/contents/1485615,Lujan,Ordenanza Nº7404 en el boletín 10º de Lujan,,09/09/2020,,,objetivo,no,camara de aire,https://sibom.slyt.gba.gob.ar/bulletins/4191/contents/1485615,"EL EXPEDIENTE CO/D/77/2019 CONCEJAL MARTINI, SILVIO H.: REFERENTE DONACIÓN DE AIRE ACONDICIONADO MAR ... […] El Honorable Concejo Deliberante en ejercicio de sus atribuciones san-ciona la siguiente: O R D E N A N Z A Artículo 1º.- Acéptase la donación de un aire acondicionado marca Elec------------------- tra, modelo TAC26HK ...",2020-09-09,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/4131/contents/1482193,General San Martín,Decreto Nº77/20 en el boletín 1761º de General San Martín,,04/09/2020,,,objetivo,no,"cubierta,cubiertas",https://sibom.slyt.gba.gob.ar/bulletins/4131/contents/1482193,"Aprobando Licitación Privada N° 209, ""RECAMBIO DE CUBIERTA EES 42"" -MATURANA HUGO. ...",2020-09-04,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/4081/contents/1481115,Vicente López,Decreto Nº2551/20 en el boletín 678º de Vicente López,,04/09/2020,,,objetivo,no,"cubierta,cubiertas",https://sibom.slyt.gba.gob.ar/bulletins/4081/contents/1481115,"Lo aconsejado por la Comisión Permanente de Licitaciones para el Estudio de Propuestas a fs. 163 ... […] las ofertas presentadas en el segundo llamado a Licitación Privada Nº 35 dispuesto por Decreto Nº 2150/20 para la “PROVISION DE CUBIERTAS para la Secretaria de Tránsito, Transporte Público y Seguridad Vial”, y ... […] Referencia: 808/2020 ...",2020-09-04,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/3941/contents/1469879,General Villegas,Resolución Nº991/19 en el boletín 87º de General Villegas,,10/08/2020,,,volumen_alto,no,"neumatico,neumaticos,protector de neumaticos",https://sibom.slyt.gba.gob.ar/bulletins/3941/contents/1469879,HABILITACION COMERCIO NEUMATICOS VILLEGAS - 6986/05 ...,2020-08-10,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/3947/contents/1470104,Bragado,Decreto Nº328 en el boletín 37º de Bragado,,05/08/2020,,,volumen_alto,no,protector de neumaticos,https://sibom.slyt.gba.gob.ar/bulletins/3947/contents/1470104,"CONSIDERANDO: Que dicha institución brinda su colaboración, dedicación y compromiso a través del cuidado, la alimentación, el resguardo, revisiones y/o asistencia veterinaria, entre otros, a la fauna urbana ... […] VISTO: Que este municipio brinda apoyo desde hace varios años a la “Sociedad Protectora de Animales de Bragado” con el aporte de subsidios, a los fines de colaborar con la labor a la que se encuentra avocada; y, ... […] ARTICULO 1°.- OTORGAR a la SOCIEDAD PROTECTORA DE ANIMALES DE BRAGADO un subsidio por la suma de PESOS DOCE MIL QUINIENTOS TREINTA Y TRES CON SESENTA CENTAVOS ($ 12.",2020-08-05,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/3978/contents/1473427,Vicente López,Decreto Nº2311/20 en el boletín 676º de Vicente López,,31/07/2020,,,objetivo,no,camara de aire,https://sibom.slyt.gba.gob.ar/bulletins/3978/contents/1473427,"Que a fs. 7 la Dirección General de Contaduría confeccionó la Solicitud de Gastos N° 1-2386 ... […] El presente expediente mediante el cual se tramita la ""ADQUISICION E INSTALACION DE UNIDAD GENERADORA DE AIRE COMPRIMIDO con destino a la Maternidad Santa Rosa, dependiente de la Secretaria de Salud"", y ... […] CORRESPONDE A EXPEDIENTE N° 4119 - 001297/2020 ...",2020-07-31,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/3984/contents/1473273,Exaltación de la Cruz,Decreto Nº376 en el boletín 94º de Exaltación de la Cruz,,30/07/2020,,,objetivo,no,"cubierta,cubiertas",https://sibom.slyt.gba.gob.ar/bulletins/3984/contents/1473273,"Que la Secretaría de Planificación ha elaborado el listado de las cubiertas necesarias para el Corralón Municipal, a fin de efectuar el correspondiente llamado a Licitación Privada, Que, en virtud de lo expuesto, se hace necesario el dictado del presente acto administrativo; ... […] La necesidad de compra de cubiertas para maquinaria del Corralón Municipal, y el Expediente Administrativo N.° 4036-47305/20, por el cual se tramita la Licitación Privada N.° 20/2020 y; ... […] Llámese a Licitación Privada N.°20/20 para la Provisión de cubiertas para maquinaria del Corralón Municipal; de acuerdo al",2020-07-30,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/3916/contents/1472410,La Plata,Decreto Nº0804/20 en el boletín 1187º de La Plata,,28/07/2020,,,objetivo,no,"bateria,baterias",https://sibom.slyt.gba.gob.ar/bulletins/3916/contents/1472410,"Expte. 4061-1147065-20. Adjudica Compra Directa Excepcional, por la que se gestiona la adquisición la adquisición de baterías . ... […] EL INTENDENTE MUNICIPAL DECRETA ...",2020-07-28,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/3968/contents/1471930,Campana,Ordenanza Nº7021/20 en el boletín 73º de Campana,,27/07/2020,,,objetivo,no,camara de aire,https://sibom.slyt.gba.gob.ar/bulletins/3968/contents/1471930,"y grabación de cuatro (4) cámaras HD instalado en Sala COVID-19; reparación de sistema de cámaras existentes en el Hospital; cambio de switch e instalación de rack para una mejora del cableado; instalación de tres (3) cámaras fijas cubriendo el perímetro ... […] , entradas principales y estacionamiento; instalación de tres (3) cámaras de sala UTI Terapia Intensiva; enlace entre el Hospital San José y el Centro Integral de Monitoreo Público Urbano para la visualización desde éste último ... […] legal en Florida N° 537, piso 2, oficina 512, Ciudad Autónoma de Buenos Aires, consistente en la inst",2020-07-27,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/3917/contents/1468731,Bragado,Decreto Nº280 en el boletín 36º de Bragado,,22/07/2020,,,volumen_alto,no,protector de neumaticos,https://sibom.slyt.gba.gob.ar/bulletins/3917/contents/1468731,"CONSIDERANDO: Que dicha institución brinda su colaboración, dedicación y compromiso a través del cuidado, la alimentación, el resguardo, revisiones y/o asistencia veterinaria, entre otros, a la fauna urbana ... […] VISTO: Que este municipio brinda apoyo desde hace varios años a la “Sociedad Protectora de Animales de Bragado” con el aporte de subsidios, a los fines de colaborar con la labor a la que se encuentra avocada; y, ... […] ARTICULO 1°.- OTORGAR a la SOCIEDAD PROTECTORA DE ANIMALES DE BRAGADO un subsidio por la suma de PESOS DOCE MIL QUINIENTOS TREINTA Y TRES CON SESENTA CENTAVOS ($ 12.",2020-07-22,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/3880/contents/1466964,Vicente López,Decreto Nº2150/20 en el boletín 674º de Vicente López,,21/07/2020,,cerrada,objetivo,no,"cubierta,cubiertas",https://sibom.slyt.gba.gob.ar/bulletins/3880/contents/1466964,"Que conforme al Acta de Apertura obrante a fs. 80/1 no se ha presentado ningún oferente. Que en virtud de ello, a fs. 84 Ia Comisión Permanente de Estudios de Propuestas aconseja declarar desierta Ia ... […] El Ilamado a Licitación Privada Nº 35 dispuesto por Decreto Nº 1086/20, para Ia ""PROVISION DE CUBIERTAS para Ia Secretaría de Tránsito, Transporte Público y Seguridad Vial"", y ... […] CORRESPONDE A EXPEDIENTE Nº 4119 - 000808/2020 ...",2020-07-21,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/3842/contents/1464812,Bragado,Decreto Nº216 en el boletín 34º de Bragado,,14/07/2020,,,volumen_alto,no,"cubierta,cubiertas",https://sibom.slyt.gba.gob.ar/bulletins/3842/contents/1464812,"CONSIDERANDO: Los informes emitidos por la Secretaria de Integración Sociourbana y Ambiental, la Sub Secretaría Legal y Técnica y la Dirección de Compras, los cuales concuerdan respecto a aceptar la propuesta presentada por el oferente ... […] VISTO: El llamado a Concurso de Precios Nº 3/20 referente a la adquisición de cámaras y cubiertas de marcas reconocidas en el mercado, de diferentes medidas para vehículos pertenecientes a la Dirección de Servicios de la Municipalidad de Bragado; y, ... […] ARTICULO 1º.- ADJUDICAR el Concurso de Precios Nº 3/20, referente a la adquisición de cámaras y cu",2020-07-14,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/3842/contents/1464784,Bragado,Decreto Nº211 en el boletín 34º de Bragado,,14/07/2020,,,volumen_alto,no,protector de neumaticos,https://sibom.slyt.gba.gob.ar/bulletins/3842/contents/1464784,"CONSIDERANDO: Que dicha institución brinda su colaboración, dedicación y compromiso a través del cuidado, la alimentación, el resguardo, revisiones y/o asistencia veterinaria, entre otros, a la fauna urbana ... […] VISTO: Que este municipio brinda apoyo desde hace varios años a la “Sociedad Protectora de Animales de Bragado” con el aporte de subsidios, a los fines de colaborar con la labor a la que se encuentra avocada; y, ... […] ARTICULO 1°.- OTORGAR a la SOCIEDAD PROTECTORA DE ANIMALES DE BRAGADO un subsidio por la suma de PESOS DOCE MIL QUINIENTOS TREINTA Y TRES CON SESENTA CENTAVOS ($ 12.",2020-07-14,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/3765/contents/1461014,General Villegas,Resolución Nº930/19 en el boletín 84º de General Villegas,,29/06/2020,,,volumen_alto,no,"neumatico,neumaticos,protector de neumaticos",https://sibom.slyt.gba.gob.ar/bulletins/3765/contents/1461014,PRORROGA HP COMERCIO BROCHIERO NEUMATICOS 1070/17 ...,2020-06-29,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/3538/contents/1451894,Coronel Dorrego,Resolución Nº0027/20 en el boletín 68º de Coronel Dorrego,,14/05/2020,,,volumen_alto,no,gomeria,https://sibom.slyt.gba.gob.ar/bulletins/3538/contents/1451894,"el ejercicio del Poder de Policía que a este Municipio le confieren los Arts. 190, 191, 192 incs. 4 y 6) de la Constitución Provincial, los artículos 27, 108, 226, 228, 286 y cc. del Decreto Ley 6769/58 – Ley Orgánica de las Municipalidades ... […] los antecedentes obrantes en el Expte. 145/2020 ... […] peticionada por GRANDE LEONARDO MANUEL - Ramo: “ GOMERÍA ”, con la finalidad de proveer a la salubridad, seguridad e higiene de la población, potestad genéricamente reconocida por los Arts. 26, 107, 108 inc. 4 y 5 ...",2020-05-14,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/3538/contents/1450990,Coronel Dorrego,Decreto Nº0601/20 en el boletín 68º de Coronel Dorrego,,14/05/2020,,,volumen_alto,no,camara de aire,https://sibom.slyt.gba.gob.ar/bulletins/3538/contents/1450990,Ampliación Cálculo de Recursos del Ejercicio 2020 ... […] Cubiertas y cámaras de aire ... […] y camáras de aire ...,2020-05-14,2026-09-01,2026-09-01
